host_type,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,price
female,2014-06-13,,,f,1.0,t,Brentwood,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,$0.00,2,6,0,0,0,0,0,,,,,,,,f,moderate,1,,370
male,2015-02-18,within an hour,100%,t,5.0,t,McKinney,House,Private room,2,1.5,1.0,1.0,Real Bed,$5.00,1,99,25,52,72,72,299,97.0,10.0,9.0,10.0,10.0,9.0,9.0,t,moderate,3,6.29,25
male,2015-03-15,,,f,1.0,f,East Riverside,Apartment,Entire home/apt,4,2.0,2.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,250
female,2015-03-15,,,f,1.0,f,East Riverside,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,250
couple,2015-03-15,,,f,1.0,t,North Loop,House,Entire home/apt,10,2.5,3.0,7.0,Real Bed,$25.00,2,1125,0,0,0,0,67,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.39,225
male,2014-02-24,,,f,1.0,f,East Downtown,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,5,24,0,0,0,0,0,,,,,,,,f,flexible,1,,105
male,2014-11-30,,,f,1.0,f,West Campus,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.02,80
female,2015-03-15,,,f,1.0,t,East Downtown,Bungalow,Entire home/apt,6,1.0,3.0,3.0,Real Bed,$50.00,2,16,25,55,85,175,7,97.0,10.0,10.0,10.0,9.0,10.0,10.0,t,strict_14_with_grace_period,1,0.15,475
male,2015-03-15,,,f,1.0,t,West Campus,Apartment,Private room,3,1.0,1.0,1.0,Airbed,$0.00,4,1125,0,0,0,0,0,,,,,,,,t,flexible,1,,75
andy,2014-03-16,,,f,1.0,f,University of Texas,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,strict_14_with_grace_period,1,,200
male,2015-03-15,,,f,1.0,t,University of Texas,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,550
female,2012-03-08,within an hour,100%,t,5.0,t,Hyde Park,House,Private room,2,1.0,1.0,1.0,Real Bed,$25.00,30,180,11,11,11,272,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,5,0.24,45
female,2015-02-12,,,f,1.0,f,South Congress,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,350
female,2009-10-12,within an hour,100%,t,5.0,t,St. Edwards,House,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,1,5,3,14,36,36,198,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,5,4.11,30
female,2009-10-12,within an hour,100%,t,5.0,t,St. Edwards,House,Private room,2,1.0,1.0,2.0,Real Bed,$10.00,1,10,13,36,60,84,208,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,5,4.3,35
male,2015-03-16,,,f,1.0,t,Old West Austin,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,200
male,2014-09-27,,,f,1.0,t,McKinney,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,30,60,90,365,0,,,,,,,,f,flexible,1,,175
male,2013-07-24,,,f,1.0,f,Gracywoods,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,170
female,2015-03-17,,,f,1.0,f,Old Enfield,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,2000
male,2015-03-17,,,f,1.0,f,East Riverside,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,175
male,2014-04-02,within a day,100%,f,1.0,t,Highland,Guest suite,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$35.00,1,1124,6,36,66,341,28,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1,0.61,200
female,2009-09-28,,,f,1.0,t,Windsor Park,House,Private room,4,2.0,1.0,2.0,Real Bed,$50.00,2,7,0,0,0,0,0,,,,,,,,f,moderate,1,,300
male,2014-08-14,,,f,1.0,f,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,3,3,0,0,0,0,0,,,,,,,,f,strict_14_with_grace_period,1,,395
male,2014-01-21,,,f,1.0,t,East Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,300
male,2015-02-16,within a day,80%,f,6.0,t,Cherry Creek,House,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,31,1125,0,30,60,335,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,6,0.11,20
male,2014-08-14,,,f,1.0,t,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,29,59,89,364,0,,,,,,,,f,flexible,1,,150
female,2015-03-18,,,f,1.0,t,Travis Heights,Apartment,Shared room,2,1.0,1.0,1.0,Futon,$50.00,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.02,70
male,2012-08-08,,,f,1.0,f,Balcones Civic Association,Apartment,Entire home/apt,2,1.5,2.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,200
unknown,2015-03-19,,,f,1.0,t,Oak Hill,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,3,4,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,0.12,90
male,2015-03-19,within an hour,100%,t,1.0,f,Barton Hills,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$100.00,2,1125,7,32,62,337,115,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,2.42,135
mostly_male,2015-03-19,within a few hours,100%,t,2.0,f,,House,Private room,2,1.0,1.0,1.0,Real Bed,$11.00,29,120,0,0,6,281,23,95.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,2,0.48,30
male,2015-03-19,within a day,100%,f,2.0,t,McKinney,House,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,30,1125,30,60,90,90,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2,0.07,35
male,2013-03-14,within a day,100%,f,1.0,f,Zilker,House,Private room,2,1.0,1.0,1.0,Futon,$0.00,30,1125,1,31,61,61,0,,,,,,,,f,strict_14_with_grace_period,1,,50
female,2013-10-24,within an hour,100%,t,2.0,t,MLK & 183,Townhouse,Entire home/apt,6,1.0,3.0,3.0,Real Bed,$10.00,1,180,23,48,48,48,29,99.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict_14_with_grace_period,2,2.72,100
male,2015-03-20,within an hour,100%,t,2.0,t,Windsor Park,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,$99.00,2,29,8,19,36,294,117,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,2.52,170
male,2011-05-11,within an hour,99%,f,25.0,t,Zilker,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,1,31,306,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,24,0.14,135
mostly_male,2015-03-19,within a few hours,100%,t,2.0,f,,Guesthouse,Private room,1,0.0,1.0,1.0,Real Bed,$8.00,30,120,19,28,58,333,16,98.0,10.0,9.0,10.0,10.0,10.0,10.0,t,moderate,2,0.33,30
male,2013-11-27,within an hour,100%,t,30.0,t,Clarksville,Cottage,Entire home/apt,6,1.0,2.0,2.0,Real Bed,$35.00,1,500,7,31,61,336,34,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,6,0.76,155
male,2014-07-14,within a few hours,100%,f,1.0,t,South Manchaca,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,1,7,37,312,36,95.0,10.0,9.0,10.0,10.0,9.0,10.0,f,flexible,1,0.87,60
female,2015-03-23,within an hour,100%,t,1.0,t,Westgate,House,Private room,3,1.0,1.0,1.0,Real Bed,$15.00,2,90,8,34,60,60,164,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,5.2,50
male,2011-09-21,,,f,1.0,t,Barton Hills,Townhouse,Entire home/apt,5,1.5,2.0,1.0,Couch,$0.00,2,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.07,100
male,2013-03-05,within a few hours,91%,f,4.0,t,Bull Creek,House,Entire home/apt,14,4.0,4.0,4.0,Real Bed,$0.00,1,1125,26,56,86,361,16,84.0,9.0,8.0,9.0,10.0,10.0,9.0,f,moderate,4,0.37,380
male,2015-03-24,within an hour,100%,t,1.0,t,Tarrytown,House,Entire home/apt,4,1.0,2.0,4.0,Real Bed,$25.00,2,1125,7,29,59,334,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.01,195
male,2015-03-24,,,f,1.0,f,Gateway,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$0.00,1,1,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,0.06,95
mostly_female,2015-03-24,,,f,1.0,f,Pleasant Valley,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,$0.00,1,1125,30,60,90,365,0,,,,,,,,f,flexible,1,,515
unknown,2015-03-25,within a few hours,100%,f,1.0,t,Holly,Townhouse,Entire home/apt,8,3.5,3.0,5.0,Real Bed,$0.00,7,1125,2,10,33,263,17,99.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1,0.36,400
female,2014-07-23,,,t,1.0,t,North Loop,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,0,0,0,0,81,97.0,10.0,9.0,10.0,10.0,10.0,10.0,t,moderate,1,2.22,90
male,2013-06-30,,,f,2.0,t,Old Enfield,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$25.00,25,1125,30,60,90,365,37,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,0.78,195
male,2013-12-13,within a few hours,100%,f,1.0,t,Westlake Hills,House,Private room,5,1.5,1.0,2.0,Real Bed,$0.00,1,1125,29,59,89,364,7,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.19,170
female,2015-03-27,within an hour,98%,t,3.0,f,Bryker Woods,House,Entire home/apt,10,3.0,5.0,7.0,Real Bed,$50.00,2,1125,15,34,61,86,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.13,400
male,2011-05-11,within an hour,99%,f,25.0,t,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,2,1125,12,24,48,323,20,96.0,10.0,9.0,10.0,10.0,10.0,10.0,t,moderate,24,0.44,150
male,2015-03-28,,,f,1.0,t,,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,30,60,90,365,0,,,,,,,,f,flexible,1,,110
couple,2012-03-01,within an hour,100%,t,10.0,t,Westgate,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$10.00,4,365,11,38,68,343,17,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,10,0.39,195
mostly_female,2011-10-05,within an hour,100%,f,4.0,t,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,2,1125,7,10,25,249,63,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,4,1.37,185
male,2012-07-08,within an hour,100%,t,2.0,t,East Riverside,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,$0.00,2,999,15,45,70,101,99,96.0,10.0,10.0,10.0,10.0,10.0,9.0,t,moderate,2,2.71,70
male,2015-02-03,,,f,1.0,t,Northwest Hills,House,Entire home/apt,10,2.5,4.0,6.0,Real Bed,$0.00,1,1125,0,0,23,298,11,89.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1,0.23,350
male,2013-07-01,,,f,1.0,t,Hyde Park,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,4,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.06,100
female,2014-09-01,,,f,1.0,t,Bouldin Creek,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,3,1125,0,0,0,0,0,,,,,,,,f,strict_14_with_grace_period,1,,75
female,2010-07-15,within an hour,100%,t,3.0,t,Bouldin Creek,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,1125,12,32,62,174,109,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,3,2.3,85
female,2014-08-25,within an hour,100%,t,1.0,t,Westlake Hills,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,15,22,49,73,348,181,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,4.02,75
unknown,2011-12-24,,,f,1.0,t,Parker Lane,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$15.00,1,8,0,0,0,0,9,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.19,145
mostly_male,2013-05-21,within an hour,100%,t,2.0,t,Hyde Park,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,1,1125,8,23,47,220,347,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,7.29,85
couple,2015-02-25,within an hour,100%,f,1.0,t,East Downtown,Condominium,Entire home/apt,5,1.0,2.0,2.0,Real Bed,$60.00,1,180,5,22,52,249,25,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1,0.56,200
male,2014-07-08,,,f,1.0,f,Govalle,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,$150.00,1,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,moderate,1,0.07,475
female,2015-03-09,within an hour,100%,f,2.0,f,Clarksville,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,$0.00,2,1125,2,16,34,35,60,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,1.29,225
female,2015-02-01,within a few hours,90%,t,2.0,t,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,22,52,82,357,0,,,,,,,,f,flexible,2,,125
male,2015-04-07,,,f,1.0,f,Bouldin Creek,House,Entire home/apt,5,3.5,3.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,550
male,2014-10-27,,,f,1.0,t,Downtown,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,500
male,2011-10-24,within an hour,100%,f,1.0,t,Holly,Bungalow,Private room,2,1.0,1.0,1.0,Real Bed,$30.00,4,10,7,9,14,14,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,0.62,75
mostly_female,2011-06-29,within an hour,100%,t,1.0,t,Rosewood,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Futon,$0.00,1,30,17,44,74,254,102,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1,3.39,95
male,2013-01-04,within an hour,100%,f,3.0,t,Zilker,Bungalow,Entire home/apt,8,2.0,3.0,5.0,Real Bed,$7.00,2,1125,0,0,0,231,7,83.0,9.0,9.0,10.0,9.0,9.0,9.0,f,moderate,3,0.17,250
female,2012-12-29,,,f,1.0,t,Dawson,House,Entire home/apt,6,3.0,2.0,3.0,Real Bed,$0.00,4,14,0,0,0,0,0,,,,,,,,f,moderate,1,,250
male,2014-01-27,within an hour,100%,t,1.0,f,Rosedale,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$50.00,2,1125,0,1,24,299,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.57,195
mostly_male,2015-04-13,within an hour,100%,f,1.0,f,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.36,70
female,2015-04-13,,,f,1.0,f,East Riverside,Apartment,Entire home/apt,6,1.5,2.0,2.0,Real Bed,$20.00,2,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,150
couple,2015-04-13,within an hour,77%,t,3.0,t,Bouldin Creek,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,3,365,2,27,57,57,58,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,1.23,145
female,2015-04-13,,,f,1.0,t,Mueller,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,1,1125,0,0,0,0,61,96.0,10.0,9.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.32,50
mostly_male,2013-02-01,within an hour,97%,f,28.0,t,Downtown,Apartment,Entire home/apt,8,2.0,3.0,5.0,Real Bed,$50.00,1,1028,11,26,52,316,95,92.0,9.0,9.0,10.0,9.0,10.0,9.0,t,strict_14_with_grace_period,25,2.08,300
female,2014-12-14,,,f,1.0,f,West Campus,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,10,60,0,0,0,0,0,,,,,,,,f,strict_14_with_grace_period,1,,150
mostly_male,2011-12-21,within an hour,97%,t,25.0,t,Hyde Park,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,$20.00,1,1125,27,27,55,330,74,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,20,1.57,375
mostly_male,2011-07-24,within a few hours,100%,t,1.0,t,West Austin,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,$40.00,2,1125,13,36,41,316,29,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1,0.79,175
male,2013-06-19,within an hour,100%,t,2.0,t,Parker Lane,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,1,1125,3,15,39,39,277,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,2,13.03,125
female,2012-07-05,,,f,1.0,f,Northwest Hills,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$30.00,2,1125,0,0,0,0,0,,,,,,,,f,strict_14_with_grace_period,1,,150
female,2015-02-11,within a day,50%,f,3.0,t,Bull Creek,House,Entire home/apt,6,3.0,4.0,4.0,Real Bed,$35.00,7,90,1,3,33,113,6,100.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1,0.19,300
mostly_male,2013-02-01,within an hour,97%,f,28.0,t,Downtown,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$50.00,1,1124,13,34,64,336,66,93.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,25,1.4,180
mostly_female,2014-03-18,,,f,1.0,t,Windsor Park,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,$0.00,2,1125,0,0,0,62,20,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1,0.46,225
female,2013-02-05,within an hour,100%,t,3.0,t,Bouldin Creek,House,Private room,3,1.5,1.0,1.0,Real Bed,$25.00,2,20,13,39,66,66,169,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,3,3.58,75
female,2011-06-08,,,f,1.0,t,East Downtown,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$25.00,2,1125,0,0,0,0,35,88.0,9.0,8.0,10.0,10.0,9.0,9.0,f,moderate,1,0.74,95
female,2015-04-20,,,f,1.0,t,Clarksville,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,$50.00,2,60,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.04,195
unknown,2014-09-29,within a day,100%,f,2.0,t,Barton Hills,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$50.00,2,1125,24,46,76,351,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,0.22,450
male,2011-10-17,within a few hours,100%,f,1.0,t,Wooten,House,Private room,2,1.0,1.0,1.0,Real Bed,$40.00,2,1125,0,14,42,317,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,0.1,80
female,2014-02-25,,,f,2.0,t,Dawson,House,Private room,2,2.5,1.0,1.0,Real Bed,$15.00,1,65,0,0,0,0,6,93.0,10.0,9.0,10.0,9.0,10.0,10.0,f,flexible,2,0.14,95
unknown,2014-01-20,within a few hours,100%,t,1.0,t,West Campus,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$25.00,1,1125,11,39,66,333,47,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.0,135
mostly_female,2012-02-06,within a day,67%,f,18.0,t,Downtown,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,$0.00,1,1125,0,0,0,66,21,85.0,9.0,8.0,9.0,10.0,9.0,9.0,f,flexible,18,0.45,325
male,2012-03-05,within an hour,100%,f,2.0,t,Holly,House,Entire home/apt,5,1.0,3.0,4.0,Real Bed,$50.00,2,14,11,38,63,151,347,90.0,9.0,9.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,2,7.46,115
male,2015-04-22,within an hour,100%,f,1.0,t,Anderson Mill,Condominium,Entire home/apt,8,2.0,2.0,4.0,Real Bed,$0.00,2,1125,0,0,0,0,24,90.0,9.0,9.0,10.0,10.0,9.0,9.0,t,strict_14_with_grace_period,1,0.56,150
female,2013-07-09,,,f,1.0,t,Allendale,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,130
mostly_female,2013-11-16,within a few hours,100%,f,1.0,t,Hancock,House,Entire home/apt,8,2.0,4.0,3.0,Real Bed,$50.00,2,1125,27,57,81,356,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.34,400
male,2015-04-25,within a day,100%,t,1.0,t,Govalle,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$25.00,2,1125,1,20,27,117,55,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.17,150
male,2015-04-26,within a day,50%,f,2.0,t,East Downtown,House,Private room,2,1.0,1.0,1.0,Real Bed,$100.00,2,1125,0,0,0,0,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2,0.35,100
female,2014-02-26,,,f,1.0,f,East Congress,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$25.00,2,90,28,58,88,363,11,91.0,9.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,0.24,100
mostly_male,2015-04-26,within an hour,100%,f,3.0,t,,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,$45.00,2,1125,29,59,89,179,0,,,,,,,,f,strict_14_with_grace_period,3,,400
mostly_male,2015-04-26,within an hour,100%,f,3.0,t,,House,Private room,2,1.0,1.0,1.0,Real Bed,$30.00,1,1125,30,60,90,365,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,3,0.15,75
unknown,2014-09-21,within an hour,100%,t,6.0,t,South Lamar,House,Private room,2,1.0,1.0,1.0,Real Bed,$25.00,1,30,22,46,74,164,209,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,4.48,100
female,2012-08-05,within an hour,100%,t,1.0,t,Georgian Acres,Townhouse,Private room,1,1.5,1.0,1.0,Real Bed,$20.00,2,1125,0,0,26,236,38,96.0,9.0,9.0,10.0,10.0,9.0,10.0,t,moderate,1,0.81,50
unknown,2015-04-27,within an hour,100%,t,1.0,t,Bouldin Creek,House,Entire home/apt,7,1.0,3.0,4.0,Real Bed,$0.00,2,1125,18,34,61,336,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,0.91,250
female,2014-04-13,within an hour,100%,t,1.0,t,Hancock,House,Entire home/apt,4,1.0,0.0,1.0,Real Bed,$15.00,1,1125,21,51,81,356,109,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,2.98,110
female,2014-10-15,,,f,1.0,t,Copperfield,House,Private room,1,1.0,1.0,1.0,Real Bed,$10.00,1,1125,17,47,77,352,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1,0.16,35
unknown,2015-04-28,,,f,1.0,f,University of Texas,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,$15.00,1,1125,0,0,0,0,11,83.0,9.0,6.0,9.0,9.0,10.0,9.0,t,strict_14_with_grace_period,1,0.24,80
male,2015-04-28,within an hour,100%,f,1.0,t,East Riverside,Condominium,Entire home/apt,6,2.0,3.0,4.0,Real Bed,$50.00,3,31,17,33,55,235,24,95.0,9.0,9.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,0.55,300
company,2014-05-20,within an hour,98%,t,34.0,f,Downtown,Loft,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$11.00,1,1125,20,43,70,345,96,95.0,10.0,10.0,9.0,10.0,10.0,10.0,t,strict_14_with_grace_period,32,2.76,400
female,2013-11-07,within a day,100%,t,1.0,f,Travis Heights,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$0.00,30,1125,23,35,53,328,82,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,1,1.76,225
female,2015-04-20,,,f,1.0,t,South Congress,House,Entire home/apt,1,1.0,2.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,0,,,,,,,,f,flexible,1,,80
couple,2014-11-15,within an hour,100%,t,2.0,t,East Downtown,House,Entire home/apt,16,3.5,4.0,14.0,Real Bed,$20.00,2,1124,7,19,40,40,40,95.0,9.0,9.0,10.0,10.0,10.0,9.0,t,flexible,2,0.88,800
female,2014-11-09,within a few hours,100%,f,1.0,t,Mueller,House,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,2,14,15,37,59,143,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.28,40
female,2012-05-15,within an hour,100%,t,3.0,t,Travis Heights,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,90,1125,0,0,0,219,3,100.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1,0.11,150
